NDB_No,Shrt_Desc,Water_(g),Energ_Kcal,Protein_(g),Lipid_Tot_(g),Ash_(g),Carbohydrt_(g),Fiber_TD_(g),Sugar_Tot_(g),Calcium_(mg),Iron_(mg),Magnesium_(mg),Phosphorus_(mg),Potassium_(mg),Sodium_(mg),Zinc_(mg),Copper_(mg),Manganese_(mg),Selenium_(mg),Vit_C_(mg),Thiamin_(mg),Riboflavin_(mg),Niacin_(mg),Vit_B6_(mg),Folic_Acid_(mg),Vit_B12_(mg)
23478,"BEEF,GROUND,97% LN MEAT / 3% FAT,PATTY,CKD,BRLD",67.96,153.0,26.36,4.46,1.06,0.0,0.0,0.0,5.0,2.88,23.0,208.0,353.0,64.0,6.45,0.098,0.015,21.5,0.0,0.041,0.176,6.051,0.418,0.0,2.44
23479,"BEEF,GROUND,97% LN MEAT /3% FAT,PATTY,CKD,PAN-BROILED",68.68,144.0,26.03,3.65,1.09,0.0,0.0,0.0,7.0,2.89,24.0,224.0,382.0,69.0,6.5,0.093,0.012,21.2,0.0,0.043,0.177,6.374,0.396,0.0,2.79
23480,"BEEF,GROUND,97% LN MEAT / 3% FAT,LOAF,CKD,BKD",66.43,154.0,27.58,4.06,0.95,0.0,0.0,0.0,6.0,3.11,22.0,202.0,321.0,56.0,6.94,0.079,0.011,22.5,0.0,0.032,0.171,5.648,0.36,0.0,2.49
23481,"BEEF,GROUND,97% LN MEAT / 3% FAT,CRUMBLES,CKD,PAN-BROWNED",64.55,175.0,29.46,5.46,1.36,0.0,0.0,0.0,7.0,3.29,29.0,267.0,470.0,84.0,7.15,0.108,0.013,21.6,0.0,0.041,0.191,7.485,0.428,0.0,2.8
23482,"BEEF,COMP OF RTL CUTS,LN & FAT,0"" FAT,ALL GRDS,RAW",69.03,169.0,20.95,9.3,1.0,0.05,0.0,0.0,13.0,2.04,17.0,194.0,310.0,61.0,4.74,0.069,0.007,22.9,0.0,0.073,0.195,5.34,0.527,0.0,2.23
23483,"BEEF,COMP OF RTL CUTS,LN,1/8"" FAT,ALL GRDS,RAW",71.78,140.0,22.15,5.38,1.06,0.0,0.0,0.0,17.0,1.84,21.0,194.0,316.0,56.0,4.59,0.081,0.029,26.6,0.0,0.085,0.187,6.139,0.589,0.0,1.61
23484,"BEEF,COMP OF RTL CUTS,LN,1/8"" FAT,ALL GRDS,CKD",62.48,194.0,28.95,8.15,1.1,0.0,0.0,0.0,12.0,2.4,23.0,200.0,303.0,54.0,5.8,0.083,0.031,33.2,0.0,0.074,0.213,6.222,0.536,0.0,1.94
23485,"BEEF,COMP OF RTL CUTS,LN,0"" FAT,ALL GRDS,RAW",71.58,139.0,22.15,5.54,1.05,0.08,0.0,0.0,13.0,2.08,18.0,202.0,322.0,60.0,4.86,0.067,0.013,23.9,0.0,0.075,0.203,5.727,0.558,0.0,2.1
23490,"BEEF,COMP OF RTL CUTS,LN,1/8"" FAT,CHOIC,RAW",71.22,147.0,22.01,6.05,1.04,0.0,0.0,0.0,18.0,1.91,21.0,193.0,308.0,55.0,4.59,0.078,0.028,26.2,0.0,0.088,0.195,6.31,0.582,0.0,1.75
23491,"BEEF COMP,LN,1/8"" FAT,CHOIC,CKD",61.51,203.0,28.73,9.16,1.08,0.0,0.0,0.0,11.0,2.49,22.0,197.0,298.0,53.0,5.84,0.085,0.032,33.1,0.0,0.076,0.213,6.148,0.523,0.0,1.99
23494,"BEEF,COMP OF RTL CUTS,LN & FAT,0"" FAT,CHOIC,RAW",68.0,176.0,21.34,10.08,1.01,0.06,0.0,0.0,13.0,2.07,17.0,194.0,306.0,61.0,4.82,0.071,0.007,23.2,0.0,0.071,0.192,5.513,0.524,0.0,2.32
23495,"BEEF,COMP OF RTL CUTS,LN,0"" FAT,CHOIC,RAW",70.24,151.0,21.55,7.24,1.01,0.0,0.0,0.0,14.0,2.16,20.0,206.0,335.0,66.0,5.36,0.077,0.007,23.7,0.0,0.072,0.205,5.519,0.548,0.0,2.6
23496,"BEEF,COMP OF RTL CUTS,LN,0"" FAT,SEL,RAW",72.3,133.0,22.03,4.99,1.05,0.05,0.0,0.0,12.0,2.14,19.0,205.0,330.0,63.0,5.08,0.073,0.013,25.4,0.0,0.08,0.214,5.558,0.552,0.0,2.33
23497,"BEEF,COMP OF RTL CUTS,LN & FAT,0"" FAT,SEL,RAW",70.16,157.0,21.2,8.0,1.02,0.04,0.0,0.0,13.0,2.06,18.0,197.0,315.0,61.0,4.76,0.069,0.007,24.0,0.0,0.077,0.201,5.327,0.533,0.0,2.22
23498,"BEEF,COMP OF RTL CUTS,LN,1/8"" FAT,SEL,CKD",60.0,167.0,27.51,6.37,1.07,0.0,0.0,0.0,11.0,2.17,22.0,192.0,294.0,51.0,5.5,0.076,0.029,33.6,0.0,0.071,0.201,5.897,0.499,0.0,1.68
23499,"BEEF,COMP OF RTL CUTS,LN,1/8"" FAT,SEL,RAW",72.47,130.0,22.37,4.55,1.07,0.0,0.0,0.0,17.0,1.81,22.0,198.0,328.0,58.0,4.67,0.085,0.03,28.1,0.0,0.08,0.18,6.021,0.59,0.0,1.47
23516,"BEEF,SHLDR STEAK,BNLESS,LN,0"" FAT,ALL GRDS,CKD,GRILLED",64.62,175.0,28.6,5.82,1.23,0.0,0.0,0.0,12.0,2.94,26.0,249.0,372.0,68.0,8.19,0.105,0.013,32.0,0.0,0.09,0.225,5.542,0.678,0.0,3.43
23519,"BEEF,CHCK,MCK TENDER STK,LN & FAT,0"" FAT,USDA CHOIC,CKD,BRLD",65.57,161.0,25.73,5.72,1.5,0.0,0.0,0.0,8.0,3.02,23.0,234.0,293.0,73.0,7.83,0.121,0.0,25.2,0.0,0.11,0.229,3.612,0.32,0.0,3.37
23521,"BEEF,CHUCK,MOCK TENDER STK,LN & FAT,0"" FAT,USDA SEL,CKD,BRLD",67.09,159.0,26.08,5.24,1.15,0.0,0.0,0.0,7.0,2.8,23.0,217.0,293.0,68.0,7.81,0.112,0.0,25.3,0.0,0.112,0.232,3.66,0.324,0.0,3.42
23523,"BEEF,CHUCK,TOP BLADE,LN & FAT,0"" FAT,CHOIC,CKD,BRLD",60.69,227.0,25.77,12.93,1.02,0.0,0.0,0.0,7.0,2.77,24.0,215.0,300.0,68.0,8.76,0.111,0.0,19.9,0.0,0.11,0.229,3.619,0.32,0.0,3.38
23525,"BEEF,CHUCK,TOP BLADE,LN & FAT,0"" FAT,SEL,CKD,BRLD",62.86,200.0,25.67,9.99,1.19,0.0,0.0,0.0,7.0,2.74,24.0,212.0,298.0,67.0,8.68,0.11,0.0,19.9,0.0,0.138,0.224,3.97,0.467,0.0,3.71
23528,"BEEF,CHUCK,CLOD RST,LN & FAT,0"" FAT,CHOIC,CKD,RSTD",60.38,216.0,24.61,12.26,1.07,0.0,0.0,0.0,8.0,3.02,20.0,210.0,363.0,71.0,5.95,0.095,0.001,28.9,0.0,0.082,0.23,3.251,0.257,0.0,2.85
23531,"BEEF,CHUCK,CLOD RST,LN & FAT,0"" FAT,SEL,CKD,RSTD",62.13,196.0,27.3,8.76,1.26,0.0,0.0,0.0,7.0,3.09,21.0,215.0,372.0,72.0,6.16,0.097,0.0,29.4,0.0,0.092,0.256,3.599,0.284,0.0,3.15
23533,"BEEF,SHLDR STEAK,BNLESS,LN & FAT,0"" FAT,CHOIC,CKD,GRILLED",63.61,186.0,28.22,7.25,1.21,0.0,0.0,0.0,12.0,2.9,26.0,245.0,367.0,67.0,7.89,0.106,0.013,32.2,0.0,0.079,0.216,5.553,0.673,0.0,3.27
23536,"BEEF,SHLDR STEAK,BNLESS,LN & FAT,0"" FAT,SEL,CKD,GRILLED",64.65,177.0,28.41,6.14,1.24,0.0,0.0,0.0,12.0,2.89,24.0,245.0,366.0,67.0,8.27,0.101,0.013,30.9,0.0,0.099,0.232,5.375,0.664,0.0,3.57
23540,"BEEF,PLATE,SKIRT STEAK,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD",60.34,220.0,26.13,12.05,1.07,0.0,0.0,0.0,11.0,2.77,24.0,230.0,289.0,75.0,7.23,0.093,0.0,19.8,0.0,0.09,0.191,3.745,0.321,0.0,3.72
23541,"BEEF,PLATE,OUTSIDE SKIRT,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD",57.16,255.0,23.51,17.13,0.93,0.0,0.0,0.0,11.0,2.58,24.0,214.0,379.0,92.0,5.51,0.087,0.0,18.6,0.0,0.115,0.19,4.193,0.477,0.0,4.17
23545,"BEEF,SIRLOIN,TRI-TIP STK,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD",50.5,265.0,29.97,15.18,1.45,0.0,0.0,0.0,12.0,3.64,26.0,265.0,437.0,72.0,7.05,0.158,0.0,10.3,0.0,0.128,0.286,4.225,0.443,0.0,2.83
23547,"BEEF,CHUCK,MOCK TENDER STK,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD",66.19,160.0,25.87,5.52,1.36,0.0,0.0,0.0,8.0,2.93,23.0,227.0,293.0,71.0,7.82,0.117,0.0,25.2,0.0,0.111,0.23,3.632,0.321,0.0,3.39
23549,"BEEF,CHUCK,TOP BLADE,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD",61.57,216.0,25.73,11.73,1.09,0.0,0.0,0.0,7.0,2.76,24.0,214.0,299.0,67.0,8.73,0.111,0.0,19.9,0.0,0.121,0.227,3.761,0.38,0.0,3.51
23552,"BEEF,CHUCK,CLOD RST,LN & FAT,0"" FAT,ALL GRDS,CKD,RSTD",61.09,207.0,25.7,10.84,1.15,0.0,0.0,0.0,7.0,3.05,21.0,212.0,367.0,71.0,6.04,0.096,0.0,29.1,0.0,0.086,0.24,3.393,0.268,0.0,2.97
23554,"BEEF,SHLDR STEAK,BNLESS,LN & FAT,0"" FAT,ALL GRDS,CKD,GRILLED",64.02,182.0,28.29,6.8,1.22,0.0,0.0,0.0,12.0,2.9,25.0,245.0,366.0,67.0,8.04,0.104,0.013,31.7,0.0,0.089,0.222,5.481,0.669,0.0,3.39
23557,"BEEF,GROUND,95% LN MEAT / 5% FAT,RAW",73.24,137.0,21.41,5.0,1.05,0.0,0.0,0.0,9.0,2.38,22.0,198.0,346.0,66.0,5.09,0.078,0.01,17.4,0.0,0.041,0.151,5.494,0.392,0.0,2.24
23558,"BEEF,GROUND,95% LN MEAT / 5% FAT,PATTY,CKD,BRLD",65.78,174.0,26.29,6.8,1.06,0.0,0.0,0.0,7.0,2.83,22.0,206.0,347.0,65.0,6.43,0.096,0.014,21.5,0.0,0.042,0.176,5.939,0.412,0.0,2.47
23559,"BEEF,GROUND,95% LN MEAT / 5% FAT,PATTY,CKD,PAN-BROILED",66.9,164.0,25.8,5.94,1.09,0.0,0.0,0.0,9.0,2.85,24.0,222.0,376.0,71.0,6.45,0.091,0.012,21.1,0.0,0.043,0.177,6.275,0.391,0.0,2.79
23560,"BEEF,GROUND,95% LN MEAT / 5% FAT,CRUMBLES,CKD,PAN-BROWNED",62.58,193.0,29.17,7.58,1.34,0.0,0.0,0.0,9.0,3.23,28.0,263.0,459.0,85.0,7.06,0.106,0.013,21.6,0.0,0.042,0.191,7.29,0.428,0.0,2.8
23561,"BEEF,GROUND,95% LN MEAT / 5% FAT,LOAF,CKD,BKD",64.76,174.0,27.31,6.37,0.94,0.0,0.0,0.0,8.0,3.05,22.0,199.0,315.0,58.0,6.86,0.079,0.01,22.3,0.0,0.034,0.171,5.528,0.357,0.0,2.49
23562,"BEEF,GROUND,90% LN MEAT / 10% FAT,RAW",69.45,176.0,20.0,10.0,0.98,0.0,0.0,0.0,12.0,2.24,20.0,184.0,321.0,66.0,4.79,0.072,0.01,16.6,0.0,0.042,0.151,5.072,0.369,0.0,2.21
23563,"BEEF,GROUND,90% LN MEAT / 10% FAT,PATTY,CKD,BRLD",61.24,217.0,26.11,11.75,1.04,0.0,0.0,0.0,13.0,2.71,22.0,202.0,333.0,68.0,6.37,0.09,0.013,21.5,0.0,0.044,0.176,5.659,0.397,0.0,2.56
23564,"BEEF,GROUND,90% LN MEAT / 10% FAT,PATTY,CKD,PAN-BROILED",63.21,204.0,25.21,10.68,1.08,0.0,0.0,0.0,15.0,2.77,23.0,216.0,363.0,75.0,6.33,0.086,0.012,20.7,0.0,0.043,0.177,6.027,0.379,0.0,2.79
23565,"BEEF,GROUND,90% LN MEAT / 10% FAT,CRUMBLES,CKD,PAN-BROWNED",58.58,230.0,28.45,12.04,1.28,0.0,0.0,0.0,16.0,3.08,27.0,250.0,433.0,87.0,6.84,0.099,0.013,21.6,0.0,0.043,0.191,6.804,0.428,0.0,2.8
23566,"BEEF,GROUND,90% LN MEAT / 10% FAT,LOAF,CKD,BKD",61.33,214.0,26.62,11.1,0.93,0.0,0.0,0.0,13.0,2.89,21.0,193.0,300.0,61.0,6.65,0.079,0.01,21.6,0.0,0.037,0.171,5.228,0.347,0.0,2.49
23567,"BEEF,GROUND,85% LN MEAT / 15% FAT,RAW",65.66,215.0,18.59,15.0,0.91,0.0,0.0,0.0,15.0,2.09,18.0,171.0,295.0,66.0,4.48,0.067,0.01,15.8,0.0,0.042,0.151,4.649,0.346,0.0,2.17
23568,"BEEF,GROUND,85% LN MEAT / 15% FAT,PATTY,CKD,BRLD",57.98,250.0,25.93,15.41,1.02,0.0,0.0,0.0,18.0,2.6,21.0,198.0,318.0,72.0,6.31,0.085,0.012,21.5,0.0,0.046,0.176,5.378,0.382,0.0,2.64
23569,"BEEF,GROUND,85% LN MEAT / 15% FAT,PATTY,CKD,PAN-BROILED",60.61,232.0,24.62,14.02,1.07,0.0,0.0,0.0,20.0,2.68,22.0,211.0,349.0,79.0,6.2,0.081,0.012,20.3,0.0,0.043,0.177,5.778,0.367,0.0,2.79
23570,"BEEF,GROUND,85% LN MEAT / 15% FAT,CRUMBLES,CKD,PAN-BROWNED",55.9,256.0,27.73,15.3,1.22,0.0,0.0,0.0,22.0,2.93,25.0,238.0,407.0,89.0,6.62,0.093,0.012,21.6,0.0,0.044,0.191,6.318,0.428,0.0,2.8
23571,"BEEF,GROUND,85% LN MEAT / 15% FAT,LOAF,CKD,BKD",58.98,240.0,25.93,14.36,0.92,0.0,0.0,0.0,18.0,2.74,20.0,186.0,286.0,64.0,6.45,0.079,0.01,21.0,0.0,0.04,0.171,4.927,0.338,0.0,2.49
23572,"BEEF,GROUND,80% LN MEAT / 20% FAT,RAW",61.87,254.0,17.17,20.0,0.84,0.0,0.0,0.0,18.0,1.94,17.0,158.0,270.0,66.0,4.18,0.061,0.01,15.0,0.0,0.043,0.151,4.227,0.323,0.0,2.14
23573,"BEEF,GROUND,80% LN MEAT / 20% FAT,PATTY,CKD,BRLD",55.99,270.0,25.75,17.78,1.0,0.0,0.0,0.0,24.0,2.48,20.0,194.0,304.0,75.0,6.25,0.08,0.011,21.5,0.0,0.047,0.176,5.098,0.366,0.0,2.73
23574,"BEEF,GROUND,80% LN MEAT / 20% FAT,PATTY,CKD,PAN-BROILED",59.11,246.0,24.04,15.94,1.06,0.0,0.0,0.0,26.0,2.59,21.0,205.0,335.0,83.0,6.07,0.076,0.012,19.9,0.0,0.043,0.177,5.53,0.356,0.0,2.79
23575,"BEEF,GROUND,80% LN MEAT / 20% FAT,CRUMBLES,CKD,PAN-BROWNED",54.54,272.0,27.0,17.36,1.16,0.0,0.0,0.0,28.0,2.78,23.0,226.0,380.0,91.0,6.4,0.087,0.012,21.6,0.0,0.045,0.191,5.831,0.428,0.0,2.8
23576,"BEEF,GROUND,80% LN MEAT / 20% FAT,LOAF,CKD,BKD",57.7,254.0,25.25,16.17,0.9,0.0,0.0,0.0,23.0,2.58,19.0,179.0,271.0,67.0,6.24,0.079,0.009,20.3,0.0,0.044,0.171,4.627,0.329,0.0,2.49
23577,"BEEF,GROUND,75% LN MEAT / 25% FAT,RAW",58.09,293.0,15.76,25.0,0.77,0.0,0.0,0.0,21.0,1.79,15.0,145.0,244.0,66.0,3.87,0.056,0.009,14.3,0.0,0.044,0.151,3.804,0.301,0.0,2.11
23578,"BEEF,GROUND,75% LN MEAT / 25% FAT,PATTY,CKD,BRLD",55.28,279.0,25.56,18.87,0.98,0.0,0.0,0.0,30.0,2.37,20.0,189.0,289.0,78.0,6.19,0.075,0.01,21.5,0.0,0.049,0.176,4.818,0.351,0.0,2.81
23579,"BEEF,GROUND,75% LN MEAT / 25% FAT,PATTY,CKD,PAN-BROILED",58.69,248.0,23.45,16.44,1.05,0.0,0.0,0.0,32.0,2.5,20.0,199.0,322.0,87.0,5.95,0.071,0.012,19.6,0.0,0.043,0.177,5.282,0.344,0.0,2.79
23580,"BEEF,GROUND,75% LN MEAT / 25% FAT,CRUMBLES,CKD,PAN-BROWNED",54.5,277.0,26.28,18.21,1.1,0.0,0.0,0.0,34.0,2.63,22.0,214.0,354.0,93.0,6.17,0.08,0.012,21.6,0.0,0.046,0.191,5.345,0.428,0.0,2.8
23581,"BEEF,GROUND,75% LN MEAT / 25% FAT,LOAF,CKD,BKD",57.5,254.0,24.56,16.5,0.89,0.0,0.0,0.0,28.0,2.43,18.0,172.0,256.0,70.0,6.04,0.079,0.009,19.7,0.0,0.047,0.171,4.327,0.32,0.0,2.49
23582,"BEEF,RIB,SML END (RIBS 10-12),LN,1/8"" FAT,SEL,RAW",72.9,134.0,22.53,4.2,1.06,0.0,0.0,0.0,22.0,1.59,23.0,209.0,353.0,55.0,3.96,0.076,0.011,30.4,0.0,0.076,0.121,6.544,0.635,0.0,0.95
23583,"BEEF,TENDERLOIN,STEAK,LN,1/8"" FAT,SEL,RAW",71.11,148.0,22.06,5.93,1.05,0.0,0.0,0.0,22.0,1.6,23.0,209.0,354.0,55.0,3.97,0.076,0.011,30.5,0.0,0.074,0.118,6.408,0.622,0.0,0.93
23584,"BEEF,TOP SIRLOIN,STEAK,LN,1/8"" FAT,SEL,RAW",73.31,127.0,22.27,3.54,1.19,0.0,0.0,0.0,22.0,1.61,23.0,211.0,357.0,56.0,4.0,0.077,0.011,30.8,0.0,0.075,0.12,6.469,0.628,0.0,0.94
23585,"BEEF,SHRT LOIN,TOP LOIN,STEAK,LN,1/8"" FAT,SEL,RAW",72.68,133.0,23.07,3.88,0.99,0.0,0.0,0.0,23.0,1.63,24.0,214.0,361.0,57.0,4.05,0.078,0.011,31.2,0.0,0.078,0.124,6.703,0.651,0.0,0.98
23586,"BEEF,RIB,SML END (RIBS 10-12),LN,1/8"" FAT,SEL,CKD,BRLD",62.45,188.0,30.87,6.22,1.19,0.0,0.0,0.0,22.0,1.91,27.0,253.0,409.0,66.0,5.69,0.085,0.011,38.8,0.0,0.088,0.164,9.02,0.682,0.0,1.47
23587,"BEEF,TENDERLOIN,STEAK,LN,1/8"" FAT,SEL,CKD,BRLD",62.67,194.0,29.07,7.76,1.2,0.0,0.0,0.0,21.0,1.81,25.0,238.0,386.0,62.0,5.37,0.08,0.011,36.6,0.0,0.083,0.154,8.494,0.642,0.0,1.39
23588,"BEEF,TOP SIRLOIN,STEAK,LN,1/8"" FAT,SEL,CKD,BRLD",65.47,170.0,29.34,4.96,1.2,0.0,0.0,0.0,21.0,1.81,25.0,238.0,386.0,62.0,5.37,0.08,0.011,36.6,0.0,0.084,0.155,8.574,0.648,0.0,1.4
23589,"BEEF,SHRT LOIN,TOP LOIN,STEAK,LN,1/8"" FAT,SEL,CKD,GRILLED",64.65,177.0,29.44,5.73,1.14,0.0,0.0,0.0,21.0,1.81,25.0,239.0,386.0,62.0,5.38,0.08,0.011,36.7,0.0,0.084,0.156,8.603,0.65,0.0,1.41
23590,"BEEF,RND,BTTM RND RST,LN,1/8"" FAT,SEL,CKD,RSTD",66.61,164.0,28.45,4.67,1.15,0.0,0.0,0.0,6.0,2.35,19.0,183.0,238.0,38.0,4.92,0.079,0.01,35.6,0.0,0.068,0.154,4.893,0.375,0.0,1.46
23591,"BEEF,RND,EYE OF RND,RST,LN,1/8"" FAT,SEL,CKD,RSTD",66.31,163.0,29.59,4.11,1.18,0.0,0.0,0.0,6.0,2.42,20.0,188.0,245.0,39.0,5.06,0.082,0.011,36.7,0.0,0.071,0.16,5.089,0.39,0.0,1.52
23592,"BEEF,RND,TOP RND,STEAK,LN,1/8"" FAT,SEL,CKD,BRLD",62.79,177.0,31.61,4.65,1.17,0.0,0.0,0.0,7.0,2.66,22.0,207.0,270.0,43.0,5.57,0.09,0.012,40.4,0.0,0.076,0.171,5.436,0.417,0.0,1.62
23593,"BEEF,RND,BTTM RND,STEAK,LN,1/8"" FAT,SEL,CKD,BRSD",58.64,205.0,34.46,6.43,1.05,0.0,0.0,0.0,7.0,2.85,23.0,222.0,289.0,46.0,5.98,0.096,0.013,43.3,0.0,0.082,0.187,5.927,0.455,0.0,1.77
23594,"BEEF,RND,BTTM RND,RST,LN,1/8"" FAT,ALL GRDS,RAW",72.58,128.0,22.19,4.31,1.09,0.0,0.0,0.0,20.0,1.92,24.0,214.0,350.0,59.0,4.22,0.099,0.014,28.2,0.0,0.09,0.144,6.661,0.656,0.0,1.57
23595,"BEEF,BRISKET,FLAT HALF,LN,1/8"" FAT,ALL GRDS,CKD,BRSD",60.61,196.0,33.15,6.0,1.06,0.0,0.0,0.0,16.0,2.81,22.0,204.0,266.0,54.0,7.98,0.115,0.012,34.0,0.0,0.067,0.208,4.825,0.317,0.0,2.42
23596,"BEEF,BRISKET,FLAT HALF,LN,1/8"" FAT,ALL GRDS,RAW",73.76,127.0,21.57,3.84,1.01,0.0,0.0,0.0,16.0,1.92,23.0,202.0,336.0,74.0,5.52,0.093,0.014,25.1,0.0,0.079,0.156,4.947,0.519,0.0,1.84
23597,"BEEF,RND,EYE OF RND,RST,LN,1/8"" FAT,ALL GRDS,RAW",73.43,124.0,22.6,3.0,1.08,0.0,0.0,0.0,20.0,1.96,25.0,219.0,357.0,60.0,4.3,0.101,0.014,28.8,0.0,0.091,0.147,6.78,0.667,0.0,1.6
23598,"BEEF,RND,EYE OF RND,RST,LN,1/8"" FAT,ALL GRDS,CKD,RSTD",65.52,169.0,29.73,4.71,1.15,0.0,0.0,0.0,6.0,2.46,20.0,186.0,241.0,38.0,5.06,0.073,0.011,33.3,0.0,0.067,0.168,5.341,0.399,0.0,1.64
23599,"BEEF,RIB,SML END (RIBS 10-12),LN,1/8"" FAT,ALL GRDS,RAW",69.95,141.0,22.33,5.04,0.99,0.0,0.0,0.0,24.0,1.6,23.0,206.0,347.0,56.0,4.01,0.074,0.013,26.9,0.0,0.069,0.112,6.916,0.625,0.0,1.1
23600,"BEEF,TENDERLOIN,STEAK,LN,1/8"" FAT,ALL GRDS,CKD,BRLD",62.93,200.0,29.04,8.39,1.13,0.0,0.0,0.0,19.0,1.84,25.0,230.0,370.0,60.0,5.38,0.086,0.011,33.7,0.0,0.079,0.147,8.31,0.623,0.0,1.66
23601,"BEEF,TENDERLOIN,STEAK,LN,1/8"" FAT,ALL GRDS,RAW",70.62,153.0,22.12,6.52,1.06,0.0,0.0,0.0,24.0,1.6,23.0,206.0,347.0,56.0,4.01,0.074,0.013,26.9,0.0,0.068,0.111,6.851,0.619,0.0,1.09
23602,"BEEF,CHUCK,ARM POT RST,LN,1/8"" FAT,ALL GRDS,CKD,BRSD",57.84,214.0,34.66,7.36,1.02,0.0,0.0,0.0,16.0,2.93,23.0,213.0,277.0,56.0,8.32,0.12,0.012,35.4,0.0,0.07,0.217,5.044,0.332,0.0,2.53
23603,"BEEF,CHUCK,ARM POT RST,LN,1/8"" FAT,ALL GRDS,RAW",73.32,132.0,22.11,4.19,1.01,0.0,0.0,0.0,16.0,1.93,23.0,203.0,337.0,74.0,5.55,0.093,0.014,25.2,0.0,0.081,0.16,5.069,0.532,0.0,1.88
23604,"BEEF,RND,BTTM RND,RST,LN,1/8"" FAT,ALL GRDS,CKD",65.93,163.0,28.0,5.72,1.11,0.0,0.0,0.0,6.0,2.35,19.0,177.0,230.0,37.0,4.82,0.07,0.01,31.7,0.0,0.063,0.158,5.03,0.376,0.0,1.54
23605,"BEEF,RND,BTTM RND,STEAK,LN,1/8"" FAT,ALL GRDS,CKD,BRSD",57.54,216.0,34.34,7.73,1.02,0.0,0.0,0.0,7.0,2.87,23.0,217.0,282.0,45.0,5.9,0.085,0.012,38.8,0.0,0.078,0.194,6.169,0.461,0.0,1.89
23606,"BEEF,SHRT LOIN,TOP LOIN,STEAK,LN,1/8"" FAT,ALL GRDS,CKD,BRLD",63.32,189.0,29.3,7.09,1.14,0.0,0.0,0.0,19.0,1.85,25.0,231.0,372.0,61.0,5.41,0.086,0.011,33.9,0.0,0.08,0.148,8.384,0.629,0.0,1.68
23607,"BEEF,SHRT LOIN,TOP LOIN STEAK,LN,1/8"" FAT,ALL GRDS,RAW",71.49,138.0,22.93,5.15,1.02,0.0,0.0,0.0,25.0,1.64,24.0,211.0,354.0,57.0,4.1,0.076,0.013,27.5,0.0,0.07,0.115,7.101,0.642,0.0,1.13
23608,"BEEF,RND,TOP RND,STEAK,LN,1/8"" FAT,ALL GRDS,CKD,BRLD",61.96,185.0,31.82,5.45,1.2,0.0,0.0,0.0,7.0,2.7,21.0,204.0,264.0,42.0,5.54,0.08,0.011,36.4,0.0,0.072,0.18,5.717,0.427,0.0,1.75
23609,"BEEF,RND,TOP RND,STEAK,LN,1/8"" FAT,ALL GRDS,RAW",75.02,135.0,22.91,4.09,1.13,0.0,0.0,0.0,20.0,1.99,25.0,222.0,362.0,61.0,4.36,0.102,0.014,29.2,0.0,0.093,0.149,6.873,0.677,0.0,1.62
23610,"BEEF,TOP SIRLOIN,STEAK,LN,1/8"" FAT,ALL GRDS,CKD,BRLD",64.29,178.0,29.42,5.84,1.2,0.0,0.0,0.0,19.0,1.87,25.0,233.0,376.0,61.0,5.46,0.087,0.011,34.3,0.0,0.08,0.149,8.42,0.631,0.0,1.68
23611,"BEEF,TOP SIRLOIN,STEAK,LN,1/8"" FAT,ALL GRDS,RAW",72.91,131.0,22.09,4.08,1.14,0.0,0.0,0.0,25.0,1.61,23.0,207.0,349.0,56.0,4.04,0.075,0.013,27.1,0.0,0.068,0.111,6.843,0.619,0.0,1.09
23612,"BEEF,CHUCK,ARM POT RST,LN,1/8"" FAT,CHOIC,RAW",72.51,139.0,21.96,5.05,1.02,0.0,0.0,0.0,15.0,2.02,23.0,201.0,332.0,74.0,5.48,0.091,0.015,24.5,0.0,0.077,0.168,5.221,0.489,0.0,2.11
23613,"BEEF,BRISKET,FLAT HALF,LN,1/8"" FAT,CHOIC,RAW",73.27,129.0,21.69,4.06,1.01,0.0,0.0,0.0,15.0,2.04,23.0,203.0,335.0,75.0,5.53,0.092,0.015,24.7,0.0,0.076,0.166,5.158,0.483,0.0,2.09
23614,"BEEF,CHUCK,ARM POT RST,LN,1/8"" FAT,CHOIC,CKD,BRSD",56.39,224.0,34.72,8.37,1.03,0.0,0.0,0.0,15.0,3.04,23.0,213.0,275.0,56.0,8.2,0.129,0.012,34.7,0.0,0.07,0.231,5.243,0.344,0.0,2.69
23615,"BEEF,BRISKET,FLAT HALF,LN,1/8"" FAT,CHOIC,CKD,BRSD",59.82,203.0,33.13,6.79,1.07,0.0,0.0,0.0,14.0,2.88,22.0,202.0,261.0,53.0,7.76,0.122,0.012,32.9,0.0,0.066,0.221,5.003,0.328,0.0,2.57
23616,"BEEF,RND,EYE OF RND,RST,LN,1/8"" FAT,CHOIC,RAW",72.89,128.0,22.88,3.38,1.1,0.0,0.0,0.0,20.0,2.12,25.0,221.0,351.0,57.0,4.28,0.101,0.014,28.6,0.0,0.096,0.165,6.958,0.672,0.0,1.91
